,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
0,Quitinete,Copacabana,1,0,0,40,1700.0,500.0,60.0
1,Casa,Jardim Botânico,2,0,1,100,7000.0,2388.0624242214294,2364.4095850019803
2,Conjunto Comercial/Sala,Barra da Tijuca,0,4,0,150,5200.0,4020.0,1111.0
3,Apartamento,Centro,1,0,0,15,800.0,390.0,20.0
4,Apartamento,Higienópolis,1,0,0,48,800.0,230.0,2364.4095850019803
5,Apartamento,Vista Alegre,3,1,0,70,1200.0,2388.0624242214294,2364.4095850019803
6,Apartamento,Cachambi,2,0,0,50,1300.0,301.0,17.0
7,Casa de Condomínio,Barra da Tijuca,5,4,5,750,22000.0,2388.0624242214294,2364.4095850019803
8,Casa de Condomínio,Ramos,2,2,0,65,1000.0,2388.0624242214294,2364.4095850019803
9,Conjunto Comercial/Sala,Centro,0,3,0,695,35000.0,19193.0,3030.0
10,Apartamento,Centro,1,0,0,36,1200.0,2388.0624242214294,2364.4095850019803
11,Apartamento,Grajaú,2,1,0,70,1500.0,642.0,74.0
12,Apartamento,Lins de Vasconcelos,3,1,1,90,1500.0,455.0,14.0
13,Apartamento,Copacabana,1,0,1,40,2000.0,561.0,50.0
14,Quitinete,Copacabana,1,0,0,27,1800.0,501.0,2364.4095850019803
15,Apartamento,Copacabana,4,3,1,243,13000.0,2000.0,803.0
16,Prédio Inteiro,Botafogo,0,0,0,536,28000.0,2388.0624242214294,3563.0
17,Flat,Botafogo,3,1,1,80,3800.0,1040.0,2364.4095850019803
18,Casa de Condomínio,Taquara,3,1,1,115,2000.0,2388.0624242214294,2364.4095850019803
19,Apartamento,Freguesia (Jacarepaguá),3,0,0,54,950.0,300.0,28.0
20,Apartamento,Barra da Tijuca,2,1,1,67,1700.0,589.0,147.0
21,Apartamento,Tijuca,2,1,0,110,1900.0,700.0,138.0
22,Casa de Condomínio,Barra da Tijuca,4,3,2,466,7500.0,2695.0,2364.4095850019803
23,Apartamento,Olaria,3,1,0,68,1000.0,670.0,2364.4095850019803
24,Apartamento,Tijuca,2,1,0,78,2000.0,700.0,2364.4095850019803
25,Flat,Leblon,1,0,0,56,4500.0,1900.0,1500.0
26,Conjunto Comercial/Sala,São Cristóvão,0,1,0,25,1100.0,600.0,2364.4095850019803
27,Apartamento,Ipanema,3,1,1,125,7000.0,2100.0,463.0
28,Apartamento,Tijuca,1,0,0,48,750.0,772.0,25.0
29,Loja/Salão,Campo Grande,0,1,0,35,1300.0,950.0,2364.4095850019803
30,Apartamento,Barra da Tijuca,3,3,1,175,4200.0,1500.0,500.0
31,Casa,Campo Grande,4,1,2,400,12000.0,2388.0624242214294,2364.4095850019803
32,Apartamento,Botafogo,2,1,0,76,2500.0,740.0,2364.4095850019803
33,Apartamento,Copacabana,3,1,2,378,10000.0,2150.0,700.0
34,Apartamento,Copacabana,3,0,0,180,5500.0,1780.0,420.0
35,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,22,700.0,2388.0624242214294,2364.4095850019803
36,Apartamento,Recreio dos Bandeirantes,3,1,1,105,2300.0,648.0,2364.4095850019803
37,Apartamento,Leblon,3,1,0,110,3900.0,1500.0,120.0
38,Conjunto Comercial/Sala,Centro,0,5,0,1306,117540.0,19486.0,2364.4095850019803
39,Quitinete,Copacabana,1,0,0,27,1300.0,380.0,53.0
40,Apartamento,Jardim Oceânico,3,3,1,200,3500.0,1780.0,496.0
41,Apartamento,Barra da Tijuca,3,1,2,70,1800.0,1095.0,140.0
42,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,50,1500.0,250.0,2364.4095850019803
43,Apartamento,Copacabana,4,1,0,244,5000.0,2500.0,4100.0
44,Apartamento,Barra da Tijuca,3,2,1,110,4500.0,2000.0,450.0
45,Conjunto Comercial/Sala,Centro,0,0,0,460,7500.0,4797.0,2019.0
46,Conjunto Comercial/Sala,Centro,0,0,0,1170,140456.0,23409.0,5852.0
47,Apartamento,Recreio dos Bandeirantes,2,2,2,90,3000.0,1340.0,2364.4095850019803
48,Apartamento,Recreio dos Bandeirantes,3,2,2,100,2600.0,380.0,2364.4095850019803
49,Apartamento,Barra da Tijuca,3,1,1,72,2350.0,600.0,70.0
50,Apartamento,Humaitá,2,2,1,180,4000.0,2500.0,300.0
51,Apartamento,Recreio dos Bandeirantes,3,1,2,92,2300.0,840.0,200.0
52,Conjunto Comercial/Sala,Centro,0,1,0,70,1900.0,1080.0,251.0
53,Conjunto Comercial/Sala,Jardim Botânico,0,1,0,50,4000.0,1160.0,200.0
54,Apartamento,Centro,1,0,0,27,750.0,371.0,19.0
55,Apartamento,Ipanema,1,0,0,35,2000.0,650.0,75.0
56,Apartamento,Ipanema,1,0,0,38,1400.0,530.0,77.0
57,Apartamento,Recreio dos Bandeirantes,2,1,2,83,1600.0,1160.0,157.0
58,Loja/Salão,Copacabana,0,0,0,34,2000.0,735.0,2364.4095850019803
59,Casa de Condomínio,Barra da Tijuca,5,10,5,1600,25000.0,1600.0,2364.4095850019803
60,Apartamento,Barra da Tijuca,4,3,3,153,6500.0,2300.0,434.0
61,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,0,0,84,1500.0,1546.0,2364.4095850019803
62,Apartamento,Península,4,3,4,267,18000.0,3100.0,400.0
63,Apartamento,Ipanema,3,1,0,87,3200.0,1305.0,217.0
64,Apartamento,Méier,3,1,0,90,1550.0,844.0,80.0
65,Apartamento,Vargem Pequena,3,1,0,53,1400.0,385.0,28.0
66,Apartamento,Botafogo,3,1,1,108,5950.0,1405.0,289.0
67,Apartamento,Maracanã,2,0,0,86,1800.0,600.0,82.0
68,Apartamento,Recreio dos Bandeirantes,2,1,1,74,1850.0,675.0,200.0
69,Conjunto Comercial/Sala,Méier,0,0,0,32,700.0,380.0,56.0
70,Apartamento,Jacarepaguá,3,1,1,74,1900.0,556.0,98.0
71,Apartamento,Ipanema,3,2,1,150,8000.0,2400.0,2364.4095850019803
72,Conjunto Comercial/Sala,Centro,0,0,0,1,2850.0,2050.0,2364.4095850019803
73,Apartamento,Ipanema,3,1,1,140,7900.0,2900.0,500.0
74,Casa,Méier,2,0,0,51,1500.0,50.0,2364.4095850019803
75,Apartamento,Jardim Botânico,2,2,0,95,4000.0,1170.0,2364.4095850019803
77,Apartamento,Cachambi,2,0,0,60,1000.0,380.0,280.0
78,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,33,700.0,1010.0,56.0
79,Conjunto Comercial/Sala,Jardim Botânico,0,1,0,24,2500.0,682.0,112.0
80,Galpão/Depósito/Armazém,Vargem Grande,0,6,0,2236,40000.0,2388.0624242214294,2364.4095850019803
81,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,32,850.0,719.0,2364.4095850019803
82,Casa,São Conrado,4,2,4,730,28000.0,2000.0,12000.0
83,Casa Comercial,Botafogo,0,0,0,140,7000.0,2388.0624242214294,137.0
84,Galpão/Depósito/Armazém,Maria da Graça,0,3,0,1000,9800.0,2388.0624242214294,820.0
85,Casa de Condomínio,Freguesia (Jacarepaguá),5,3,1,140,2500.0,1200.0,2364.4095850019803
86,Conjunto Comercial/Sala,Centro,0,1,0,390,25397.0,12090.0,1318.0
87,Conjunto Comercial/Sala,Centro,0,0,0,320,12000.0,3740.0,1541.0
88,Apartamento,Leblon,2,1,1,80,3500.0,990.0,245.0
89,Apartamento,Barra da Tijuca,4,4,4,240,12700.0,4400.0,1440.0
90,Apartamento,Barra da Tijuca,3,2,1,104,2600.0,1364.0,406.0
91,Apartamento,Vila Valqueire,2,1,0,45,800.0,280.0,14.0
92,Apartamento,Gávea,2,1,0,70,2800.0,680.0,98.0
93,Apartamento,Barra da Tijuca,2,1,1,88,2700.0,1300.0,2042.0
94,Apartamento,Centro,1,1,0,37,1100.0,540.0,900.0
95,Apartamento,Cosme Velho,3,4,0,130,5500.0,1407.0,246.0
96,Apartamento,Bonsucesso,2,1,0,77,1500.0,740.0,2364.4095850019803
97,Apartamento,Barra da Tijuca,3,2,2,85,2500.0,1400.0,190.0
98,Apartamento,Todos os Santos,3,1,1,78,1450.0,630.0,73.0
99,Apartamento,Laranjeiras,2,1,0,54,2300.0,582.0,2364.4095850019803
100,Quitinete,Centro,0,0,0,30,800.0,505.0,2364.4095850019803
101,Apartamento,Jacarepaguá,2,1,1,69,2000.0,780.0,2364.4095850019803
102,Apartamento,Ipanema,3,1,1,120,7000.0,1800.0,370.0
103,Loja/Salão,Barra da Tijuca,0,0,0,36,5300.0,2114.0,839.0
104,Apartamento,Barra da Tijuca,2,1,1,78,2750.0,1300.0,138.0
105,Conjunto Comercial/Sala,Centro,0,0,0,95,3800.0,1688.0,392.0
106,Apartamento,Itanhangá,2,1,0,60,1000.0,450.0,150.0
107,Apartamento,Recreio dos Bandeirantes,2,1,1,90,2400.0,1700.0,135.0
108,Conjunto Comercial/Sala,Centro,0,0,0,310,17050.0,5950.0,1917.0
109,Apartamento,Humaitá,2,1,0,86,4000.0,1259.0,188.0
110,Quitinete,Flamengo,0,0,0,28,1000.0,581.0,53.0
111,Apartamento,Barra da Tijuca,1,1,1,70,1700.0,870.0,143.0
112,Conjunto Comercial/Sala,Barra da Tijuca,0,4,0,145,9000.0,6400.0,2364.4095850019803
113,Apartamento,Praça Seca,2,0,0,80,1000.0,2388.0624242214294,2364.4095850019803
114,Apartamento,Tijuca,2,1,0,80,1800.0,1100.0,84.0
115,Conjunto Comercial/Sala,Barra da Tijuca,0,2,0,142,4000.0,5024.0,12415.0
116,Conjunto Comercial/Sala,Botafogo,0,3,0,241,22000.0,9384.0,2364.4095850019803
117,Casa de Vila,Piedade,2,1,0,70,1300.0,2388.0624242214294,2364.4095850019803
118,Apartamento,Tijuca,3,1,0,172,2700.0,780.0,170.0
119,Apartamento,Freguesia (Jacarepaguá),4,3,2,261,2800.0,2535.0,3900.0
120,Galpão/Depósito/Armazém,Bonsucesso,0,10,0,13010,100000.0,2388.0624242214294,12000.0
121,Apartamento,Ipanema,3,1,1,145,8000.0,14768.0,4394.0
122,Apartamento,Olaria,2,1,0,53,1100.0,160.0,2364.4095850019803
123,Quitinete,Copacabana,1,0,0,29,1200.0,460.0,2364.4095850019803
124,Apartamento,Botafogo,2,1,1,83,2800.0,560.0,138.0
125,Apartamento,Botafogo,2,1,1,80,4300.0,1178.0,187.0
126,Apartamento,Lagoa,3,1,2,250,13900.0,2500.0,2364.4095850019803
127,Conjunto Comercial/Sala,Centro,0,0,0,40,1500.0,637.0,84.0
128,Conjunto Comercial/Sala,Centro,0,0,0,48,1400.0,729.0,157.0
129,Conjunto Comercial/Sala,Santo Cristo,0,64,0,4800,312000.0,92000.0,2364.4095850019803
130,Conjunto Comercial/Sala,Largo do Machado,0,0,0,30,800.0,592.0,162.0
131,Apartamento,Leblon,3,2,1,147,7500.0,1028.0,247.0
132,Apartamento,Copacabana,2,1,0,67,3500.0,950.0,160.0
133,Apartamento,Ipanema,3,1,1,150,25000.0,1616.0,4255.0
134,Apartamento,Barra da Tijuca,4,3,2,220,7500.0,3911.0,716.0
135,Apartamento,Catete,2,0,0,77,2400.0,1130.0,140.0
136,Conjunto Comercial/Sala,Centro,0,0,0,55,900.0,1240.0,240.0
137,Apartamento,Jardim Carioca,2,1,0,55,1350.0,430.0,47.0
138,Casa,Maracanã,8,3,5,259,7000.0,2388.0624242214294,2364.4095850019803
139,Apartamento,Leblon,3,1,0,85,3900.0,800.0,1211.0
140,Apartamento,Catete,2,0,0,75,3350.0,455.0,2364.4095850019803
141,Apartamento,Recreio dos Bandeirantes,3,2,1,90,1200.0,880.0,144.0
142,Casa,Benfica,1,0,0,33,1200.0,2388.0624242214294,2364.4095850019803
143,Quitinete,Glória,1,0,0,16,1400.0,300.0,210.0
144,Conjunto Comercial/Sala,Centro,0,0,0,212,13000.0,4700.0,1350.0
145,Conjunto Comercial/Sala,Freguesia (Jacarepaguá),0,0,0,22,490.0,450.0,525.0
146,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,20,445.0,791.0,1041.0
147,Apartamento,Praça Seca,2,0,0,80,900.0,350.0,2364.4095850019803
148,Apartamento,Vila Isabel,1,0,0,37,1000.0,285.0,24.0
149,Galpão/Depósito/Armazém,Quintino Bocaiúva,0,0,0,550,4300.0,2388.0624242214294,2364.4095850019803
150,Conjunto Comercial/Sala,Campo Grande,0,0,0,20,800.0,2388.0624242214294,2364.4095850019803
151,Conjunto Comercial/Sala,São Francisco Xavier,0,1,0,27,1500.0,580.0,2364.4095850019803
152,Apartamento,Copacabana,3,0,0,150,5500.0,1780.0,420.0
153,Apartamento,Lagoa,3,1,1,127,5000.0,1540.0,370.0
154,Apartamento,Freguesia (Jacarepaguá),2,1,1,74,1700.0,652.0,104.0
155,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,32,1300.0,935.0,217.0
156,Conjunto Comercial/Sala,Barra da Tijuca,0,0,0,28,800.0,550.0,2364.4095850019803
157,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,45,1600.0,1100.0,350.0
158,Apartamento,Barra da Tijuca,3,2,1,128,3000.0,1384.0,324.0
159,Terreno Padrão,Barra da Tijuca,0,0,0,1110,140000.0,2388.0624242214294,2364.4095850019803
160,Apartamento,Gávea,3,1,1,160,8000.0,2000.0,2364.4095850019803
161,Conjunto Comercial/Sala,Centro,0,0,0,154,3900.0,5100.0,559.0
162,Apartamento,Copacabana,3,1,1,200,6200.0,1800.0,420.0
163,Apartamento,Barra da Tijuca,2,1,0,58,1500.0,666.0,106.0
164,Apartamento,Botafogo,3,1,1,100,5500.0,1300.0,220.0
165,Apartamento,Barra da Tijuca,4,2,3,320,5500.0,2700.0,800.0
166,Apartamento,Rocha Miranda,2,1,0,50,1100.0,2388.0624242214294,2364.4095850019803
167,Apartamento,Recreio dos Bandeirantes,2,1,1,75,1000.0,1040.0,112.0
168,Conjunto Comercial/Sala,Barra da Tijuca,0,0,0,21,1200.0,588.0,2364.4095850019803
169,Conjunto Comercial/Sala,Freguesia (Jacarepaguá),0,0,0,22,500.0,600.0,85.0
170,Apartamento,Ipanema,2,0,2,52,10000.0,3689.0,393.0
171,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,48,2000.0,1064.0,2364.4095850019803
172,Loja/Salão,Barra da Tijuca,0,1,0,120,4000.0,1400.0,1500.0
173,Apartamento,Leblon,4,4,4,380,40000.0,4700.0,1500.0
174,Conjunto Comercial/Sala,Centro,0,0,0,35,1000.0,322.0,33.0
175,Conjunto Comercial/Sala,Tijuca,0,1,0,20,1000.0,690.0,58.0
176,Loja/Salão,Barra da Tijuca,0,1,0,50,4500.0,1172.0,1327.0
177,Apartamento,Recreio dos Bandeirantes,3,2,1,104,2200.0,740.0,258.0
178,Conjunto Comercial/Sala,Centro,0,0,0,120,3000.0,1380.0,509.0
179,Apartamento,Barra da Tijuca,2,1,1,72,2600.0,1700.0,237.0
180,Apartamento,Taquara,2,1,0,75,1200.0,330.0,75.0
181,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,8,0,380,18000.0,5276.0,1851.0
182,Apartamento,Botafogo,4,1,1,190,5500.0,1720.0,350.0
183,Quitinete,Catete,0,0,0,20,700.0,500.0,28.0
184,Apartamento,Ipanema,4,6,1,700,65000.0,8860.0,5699.0
185,Apartamento,Méier,2,0,0,56,899.0,402.0,135.0
186,Conjunto Comercial/Sala,Centro,0,0,0,270,7000.0,2800.0,1249.0
187,Apartamento,Freguesia (Jacarepaguá),2,1,1,71,1200.0,600.0,54.0
188,Apartamento,Lagoa,3,1,2,105,3600.0,1100.0,281.0
189,Apartamento,Copacabana,3,1,1,500,15000.0,2580.0,366.0
190,Apartamento,Tijuca,3,0,0,87,1600.0,650.0,100.0
191,Apartamento,Botafogo,1,0,0,35,1500.0,470.0,50.0
192,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,24,700.0,628.0,1120.0
193,Conjunto Comercial/Sala,Tijuca,0,0,0,21,1000.0,520.0,116.0
194,Apartamento,Barra da Tijuca,1,1,1,65,2350.0,2388.0624242214294,2364.4095850019803
195,Apartamento,Ipanema,3,3,1,220,22000.0,4000.0,1200.0
196,Apartamento,Copacabana,3,0,0,100,3300.0,850.0,90.0
197,Apartamento,Barra da Tijuca,3,1,2,93,2500.0,1100.0,2364.4095850019803
198,Apartamento,Engenho Novo,2,2,0,78,800.0,915.0,55.0
199,Apartamento,Barra da Tijuca,2,1,1,85,2500.0,1573.0,197.0
200,Apartamento,Leblon,2,1,1,115,7500.0,980.0,270.0
201,Apartamento,Botafogo,2,1,1,70,3700.0,1133.0,147.0
202,Apartamento,Freguesia (Jacarepaguá),2,1,1,95,1600.0,650.0,2364.4095850019803
203,Apartamento,Barra da Tijuca,4,4,4,392,30000.0,7000.0,3000.0
204,Casa Comercial,Botafogo,0,0,0,220,16000.0,2388.0624242214294,2364.4095850019803
205,Apartamento,Campo Grande,2,0,0,60,1200.0,570.0,2364.4095850019803
206,Apartamento,Flamengo,1,0,0,40,1900.0,430.0,54.0
207,Box/Garagem,Tijuca,0,0,0,0,380.0,2388.0624242214294,2364.4095850019803
208,Apartamento,Engenho de Dentro,3,1,1,61,1400.0,498.0,2364.4095850019803
209,Apartamento,Copacabana,3,2,1,250,7000.0,1500.0,434.0
210,Flat,Copacabana,1,1,0,63,3600.0,1215.0,2364.4095850019803
211,Flat,Leblon,1,0,1,50,4500.0,1300.0,150.0
212,Apartamento,Ipanema,3,2,1,200,15000.0,1500.0,572.0
213,Apartamento,Copacabana,3,1,0,140,3700.0,1347.0,2364.4095850019803
214,Loja/Salão,Maracanã,0,0,0,85,6500.0,2388.0624242214294,385.0
215,Apartamento,Copacabana,2,0,0,50,2500.0,750.0,760.0
216,Casa,Jardim Carioca,3,2,1,135,3000.0,2388.0624242214294,2364.4095850019803
217,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,58,2100.0,495.0,140.0
218,Apartamento,Tijuca,3,1,1,78,2500.0,730.0,178.0
219,Conjunto Comercial/Sala,Copacabana,0,2,0,210,25200.0,6300.0,1890.0
220,Quitinete,Centro,0,0,0,28,700.0,400.0,16.0
221,Apartamento,Lagoa,3,1,1,75,4000.0,1250.0,309.0
222,Conjunto Comercial/Sala,Tijuca,0,1,0,32,900.0,450.0,2364.4095850019803
223,Apartamento,Recreio dos Bandeirantes,3,2,1,102,1850.0,882.0,2364.4095850019803
224,Apartamento,Tijuca,1,0,0,65,1200.0,320.0,2364.4095850019803
225,Apartamento,Barra da Tijuca,2,1,0,60,1500.0,1266.0,233.0
226,Apartamento,Copacabana,4,1,2,210,13000.0,2200.0,650.0
227,Apartamento,Maracanã,3,2,3,158,2400.0,1265.0,2364.4095850019803
228,Apartamento,Barra da Tijuca,2,1,1,83,2000.0,1548.0,260.0
229,Apartamento,Laranjeiras,5,2,1,400,9000.0,3000.0,2364.4095850019803
230,Apartamento,Barra da Tijuca,3,1,1,84,1900.0,1103.0,212.0
231,Apartamento,Freguesia (Jacarepaguá),3,1,1,77,1600.0,850.0,165.0
232,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,24,650.0,530.0,170.0
233,Apartamento,São Conrado,4,4,4,510,25000.0,6600.0,2364.4095850019803
234,Apartamento,Tijuca,3,0,0,75,1800.0,350.0,2364.4095850019803
235,Apartamento,Ipanema,3,1,1,126,5500.0,1400.0,2000.0
236,Casa,Lins de Vasconcelos,2,0,0,40,950.0,2388.0624242214294,50.0
237,Apartamento,Leblon,4,2,2,250,17500.0,4990.0,620.0
238,Conjunto Comercial/Sala,Botafogo,0,8,0,463,92600.0,11843.0,14355.0
239,Conjunto Comercial/Sala,Centro,0,0,0,190,4500.0,886.0,2364.4095850019803
240,Conjunto Comercial/Sala,Centro,0,0,0,185,3000.0,10046.0,462.0
241,Conjunto Comercial/Sala,Centro,0,4,0,230,7000.0,3130.0,1202.0
242,Conjunto Comercial/Sala,Centro,0,0,0,55,1760.0,1420.0,2364.4095850019803
243,Apartamento,Copacabana,4,2,2,436,17000.0,3900.0,1000.0
244,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,80,2800.0,560.0,2364.4095850019803
245,Apartamento,Freguesia (Jacarepaguá),3,3,2,173,3200.0,1800.0,2364.4095850019803
246,Apartamento,Tijuca,2,1,1,71,1500.0,600.0,2364.4095850019803
247,Apartamento,Barra da Tijuca,2,1,1,81,1900.0,1200.0,121.0
248,Casa de Condomínio,Barra da Tijuca,4,2,4,595,30000.0,2500.0,2510.0
249,Apartamento,Leblon,3,1,0,87,3800.0,970.0,273.0
250,Loja/Salão,Copacabana,0,0,0,13,1500.0,520.0,95.0
251,Loja/Salão,Barra da Tijuca,0,1,0,95,15000.0,1800.0,1000.0
252,Conjunto Comercial/Sala,Centro,0,0,0,150,4000.0,2000.0,700.0
253,Casa de Condomínio,Recreio dos Bandeirantes,4,4,4,267,6500.0,700.0,3308.0
254,Apartamento,Laranjeiras,4,1,2,288,7000.0,1870.0,582.0
255,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,25,1000.0,450.0,2364.4095850019803
256,Apartamento,Recreio dos Bandeirantes,1,1,1,102,1900.0,688.0,2364.4095850019803
257,Apartamento,Leblon,2,1,0,70,4200.0,1100.0,200.0
258,Apartamento,Cidade Nova,1,0,0,46,1000.0,2388.0624242214294,2364.4095850019803
259,Apartamento,Pilares,3,0,0,65,1200.0,350.0,16.0
260,Loja/Salão,Barra da Tijuca,0,1,0,50,1100.0,1338.0,2364.4095850019803
261,Apartamento,Barra da Tijuca,3,3,2,169,6500.0,1886.0,450.0
262,Quitinete,Copacabana,1,0,0,23,1000.0,562.0,2364.4095850019803
263,Apartamento,Laranjeiras,3,1,1,90,2400.0,1311.0,2364.4095850019803
264,Apartamento,Tijuca,2,0,0,50,1800.0,347.0,25.0
265,Apartamento,Olaria,1,0,0,39,800.0,2388.0624242214294,2364.4095850019803
266,Apartamento,Ipanema,3,1,1,140,6500.0,1800.0,506.0
267,Apartamento,Campo Grande,2,0,0,60,800.0,380.0,2364.4095850019803
268,Apartamento,Ipanema,4,1,1,170,12000.0,1210.0,4222.0
269,Casa,Tijuca,4,1,1,191,4000.0,300.0,2364.4095850019803
270,Apartamento,Centro,1,0,0,35,1350.0,420.0,24.0
271,Apartamento,Tijuca,2,0,0,63,1400.0,440.0,61.0
272,Casa de Condomínio,São Conrado,3,2,1,250,5500.0,750.0,500.0
273,Apartamento,Copacabana,3,1,0,112,3800.0,1123.0,286.0
274,Loja/Salão,Barra da Tijuca,0,8,0,500,38000.0,2388.0624242214294,4971.0
275,Apartamento,Leblon,3,0,1,85,8500.0,2388.0624242214294,1719.0
276,Apartamento,Tijuca,3,1,0,129,1800.0,850.0,116.0
277,Apartamento,Barra da Tijuca,4,3,3,160,8600.0,2300.0,250.0
278,Conjunto Comercial/Sala,Centro,0,0,0,100,2800.0,1500.0,490.0
279,Apartamento,Recreio dos Bandeirantes,2,1,1,93,1400.0,1300.0,2364.4095850019803
280,Apartamento,Freguesia (Jacarepaguá),3,1,1,93,1800.0,650.0,95.0
281,Apartamento,Barra da Tijuca,1,1,1,60,2200.0,1600.0,350.0
282,Conjunto Comercial/Sala,Cidade Nova,0,20,0,2160,129600.0,60480.0,2364.4095850019803
283,Apartamento,Taquara,2,2,0,55,790.0,350.0,2364.4095850019803
284,Quitinete,Centro,1,0,0,33,990.0,463.0,25.0
285,Apartamento,Copacabana,2,0,0,54,1800.0,590.0,2364.4095850019803
286,Conjunto Comercial/Sala,Centro,0,10,0,1136,136370.0,22728.0,5682.0
287,Casa Comercial,Glória,0,0,0,139,16740.0,1953.0,139.0
288,Flat,Arpoador,1,1,1,55,3000.0,1865.0,337.0
289,Apartamento,Catete,2,1,1,70,3300.0,1365.0,180.0
290,Apartamento,Copacabana,5,1,3,390,10000.0,1000.0,1000.0
291,Apartamento,Maracanã,2,1,0,53,1300.0,492.0,16.0
292,Apartamento,Tomás Coelho,2,0,0,70,800.0,2388.0624242214294,2364.4095850019803
293,Apartamento,Botafogo,1,0,0,35,1000.0,293.0,86.0
294,Apartamento,Tijuca,3,1,0,164,3500.0,1310.0,257.0
295,Apartamento,Jacarepaguá,2,1,1,60,1200.0,524.0,13.0
296,Apartamento,Água Santa,2,1,0,50,850.0,280.0,12.0
297,Apartamento,Botafogo,2,1,1,79,4315.0,1110.0,187.0
298,Apartamento,Recreio dos Bandeirantes,2,1,1,80,1600.0,615.0,3.0
299,Apartamento,Tijuca,1,0,0,36,1300.0,295.0,24.0
300,Apartamento,Jardim Oceânico,4,4,3,190,5700.0,1069.0,808.0
301,Apartamento,Freguesia (Jacarepaguá),3,1,0,84,1500.0,900.0,2364.4095850019803
302,Apartamento,São Cristóvão,2,0,0,50,1000.0,600.0,2364.4095850019803
303,Quitinete,Copacabana,1,0,0,26,1400.0,370.0,21.0
304,Loja/Salão,Recreio dos Bandeirantes,0,2,0,140,3990.0,1410.0,968.0
305,Prédio Inteiro,Campo Grande,0,0,0,650,35000.0,2388.0624242214294,2364.4095850019803
306,Casa de Condomínio,Barra da Tijuca,4,4,4,1000,30000.0,2695.0,23715.0
307,Conjunto Comercial/Sala,Centro,0,0,0,120,3000.0,1380.0,507.0
308,Apartamento,Ilha do Governador,3,1,0,83,1500.0,440.0,132.0
309,Apartamento,Olaria,2,0,0,90,1000.0,150.0,2364.4095850019803
310,Apartamento,Humaitá,1,0,0,57,3990.0,860.0,100.0
311,Apartamento,Maracanã,3,1,0,95,2500.0,600.0,80.0
312,Casa de Vila,Jardim Sulacap,2,1,2,115,1600.0,1.0,60.0
313,Apartamento,Leblon,4,2,2,200,11000.0,2900.0,580.0
314,Loja/Salão,Del Castilho,0,0,0,85,6500.0,2388.0624242214294,398.0
315,Apartamento,Barra da Tijuca,2,1,1,63,1900.0,824.0,2364.4095850019803
316,Apartamento,Gávea,2,1,1,100,3900.0,1300.0,320.0
317,Apartamento,Ipanema,3,2,1,165,7500.0,2200.0,532.0
318,Galpão/Depósito/Armazém,Santo Cristo,0,0,0,1096,12000.0,2388.0624242214294,1771.0
319,Conjunto Comercial/Sala,Centro,0,0,0,145,3800.0,1400.0,413.0
320,Apartamento,Ipanema,3,2,2,160,6000.0,3500.0,4600.0
321,Conjunto Comercial/Sala,Flamengo,0,0,0,32,1300.0,400.0,2364.4095850019803
322,Apartamento,Flamengo,1,1,0,48,2100.0,580.0,70.0
323,Apartamento,Leblon,2,1,1,87,4800.0,1300.0,361.0
324,Casa de Vila,Oswaldo Cruz,1,0,1,40,800.0,2388.0624242214294,2364.4095850019803
325,Apartamento,Barra da Tijuca,3,1,1,105,2500.0,1400.0,1500.0
326,Galpão/Depósito/Armazém,Bonsucesso,0,3,0,404,15000.0,2388.0624242214294,370.0
327,Casa de Condomínio,Freguesia (Jacarepaguá),2,1,0,163,1800.0,92.0,46.0
328,Conjunto Comercial/Sala,Centro,0,0,0,87,3000.0,764.0,134.0
329,Quitinete,Copacabana,1,0,0,30,1300.0,370.0,30.0
330,Conjunto Comercial/Sala,Barra da Tijuca,0,9,0,190,10000.0,5503.0,1250.0
331,Conjunto Comercial/Sala,Leblon,0,0,0,6,900.0,2388.0624242214294,2364.4095850019803
332,Apartamento,Barra da Tijuca,3,1,1,80,3500.0,1410.0,270.0
333,Conjunto Comercial/Sala,Centro,0,0,0,375,18750.0,6340.0,2349.0
334,Apartamento,Botafogo,3,1,1,102,5100.0,1300.0,2364.4095850019803
335,Apartamento,Gávea,3,0,1,120,2700.0,880.0,238.0
336,Apartamento,Humaitá,2,2,1,112,4500.0,1300.0,2364.4095850019803
337,Conjunto Comercial/Sala,Centro,0,0,0,34,1000.0,729.0,2364.4095850019803
338,Conjunto Comercial/Sala,Centro,0,0,0,48,4500.0,885.0,380.0
