,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
29099,Loja/Salão,Leme,0,0,0,240,25000.0,2388.0624242214294,2541.0
29100,Apartamento,Barra da Tijuca,4,3,2,156,6400.0,3200.0,1000.0
29101,Loja/Salão,Centro,0,0,0,70,4000.0,2388.0624242214294,2364.4095850019803
29102,Apartamento,Barra da Tijuca,1,0,1,24,3300.0,2388.0624242214294,2364.4095850019803
29103,Apartamento,Barra da Tijuca,4,3,4,229,6500.0,2800.0,530.0
29104,Apartamento,Campo Grande,2,0,0,65,600.0,230.0,2364.4095850019803
29105,Apartamento,Leme,3,1,1,171,7800.0,1374.0,437.0
29106,Galpão/Depósito/Armazém,Pavuna,0,0,0,1800,15000.0,2388.0624242214294,2364.4095850019803
29107,Conjunto Comercial/Sala,Centro,0,0,0,539,19000.0,9041.0,1654.0
29108,Galpão/Depósito/Armazém,Caju,0,0,0,25000,300000.0,2388.0624242214294,10000.0
29109,Casa de Condomínio,Camorim,4,2,2,140,2300.0,270.0,130.0
29110,Conjunto Comercial/Sala,Tijuca,0,1,0,30,1200.0,590.0,2364.4095850019803
29111,Galpão/Depósito/Armazém,Jacarepaguá,0,0,0,2000,23000.0,2388.0624242214294,1100.0
29112,Apartamento,Penha Circular,3,1,0,60,1100.0,2388.0624242214294,42.0
29113,Galpão/Depósito/Armazém,Penha Circular,0,0,0,9220,73000.0,2388.0624242214294,14000.0
29114,Loja Shopping/ Ct Comercial,Ipanema,0,0,0,27,2600.0,2500.0,182.0
29115,Apartamento,Recreio dos Bandeirantes,4,2,2,110,3300.0,1250.0,250.0
29116,Apartamento,Tijuca,2,0,0,70,1700.0,222.0,25.0
29117,Galpão/Depósito/Armazém,Curicica,0,0,0,700,25000.0,2388.0624242214294,960.0
29118,Casa de Vila,Copacabana,6,0,1,250,5500.0,300.0,408.0
29119,Conjunto Comercial/Sala,Vila da Penha,0,0,0,52,1500.0,1050.0,2364.4095850019803
29120,Apartamento,Tijuca,3,0,0,80,1400.0,825.0,23.0
29121,Conjunto Comercial/Sala,Centro,0,0,0,547,45000.0,13290.0,2847.0
29122,Conjunto Comercial/Sala,Barra da Tijuca,0,18,0,930,92982.0,22315.0,3719.0
29123,Apartamento,Copacabana,3,2,1,140,4250.0,1740.0,360.0
29124,Apartamento,Lagoa,3,0,0,130,4500.0,653.0,167.0
29125,Apartamento,Recreio dos Bandeirantes,3,2,1,141,3800.0,1425.0,353.0
29126,Apartamento,Leblon,5,4,5,363,30000.0,4700.0,2078.0
29127,Apartamento,Leblon,4,2,2,228,17900.0,5000.0,8006.0
29128,Apartamento,Rio Comprido,2,0,0,75,1200.0,460.0,30.0
29129,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,62,1800.0,300.0,130.0
29130,Apartamento,Lagoa,4,4,2,580,12500.0,2490.0,1.0
29131,Casa de Condomínio,Recreio dos Bandeirantes,4,2,3,230,4509.0,1623.0,3660.0
29132,Apartamento,Cachambi,2,1,0,54,900.0,85.0,14.0
29133,Apartamento,Barra da Tijuca,4,4,3,350,17000.0,2350.0,12440.0
29134,Casa de Condomínio,Urca,5,3,4,346,20000.0,2388.0624242214294,2364.4095850019803
29135,Apartamento,Leme,2,0,0,75,2700.0,878.0,2364.4095850019803
29136,Apartamento,Lagoa,2,1,1,71,2850.0,1280.0,318.0
29137,Loja Shopping/ Ct Comercial,Barra da Tijuca,0,5,0,301,25000.0,2700.0,24235.0
29138,Apartamento,Vila Isabel,1,0,0,60,1700.0,300.0,20.0
29139,Apartamento,Lagoa,4,4,2,401,8000.0,2211.0,1097.0
29140,Conjunto Comercial/Sala,Centro,0,0,0,20,450.0,540.0,55.0
29141,Apartamento,Tijuca,2,1,1,64,2200.0,665.0,66.0
29142,Apartamento,Flamengo,3,0,1,89,2600.0,590.0,2364.4095850019803
29143,Casa,Barra da Tijuca,5,3,2,412,10000.0,1050.0,2364.4095850019803
29144,Conjunto Comercial/Sala,Cidade Nova,0,30,0,3240,194400.0,93150.0,2364.4095850019803
29145,Conjunto Comercial/Sala,Barra da Tijuca,0,2,0,179,9845.0,4760.0,14450.0
29146,Prédio Inteiro,Gamboa,0,0,0,700,16000.0,2388.0624242214294,466.0
29147,Conjunto Comercial/Sala,Del Castilho,0,1,0,29,1000.0,750.0,57.0
29148,Apartamento,Freguesia (Jacarepaguá),2,0,0,48,1000.0,297.0,2364.4095850019803
29149,Apartamento,Copacabana,2,1,1,75,3700.0,1000.0,110.0
29150,Apartamento,Tijuca,2,1,0,58,2200.0,615.0,103.0
29151,Apartamento,Botafogo,2,0,0,65,2300.0,470.0,79.0
29152,Apartamento,Copacabana,4,1,2,303,7500.0,2508.0,810.0
29153,Prédio Inteiro,Recreio dos Bandeirantes,0,0,0,1600,70000.0,2388.0624242214294,2364.4095850019803
29154,Apartamento,Copacabana,0,0,0,33,1800.0,450.0,57.0
29155,Flat,Botafogo,2,1,1,67,3500.0,1510.0,2364.4095850019803
29156,Conjunto Comercial/Sala,Barra da Tijuca,0,2,0,42,1900.0,1294.0,406.0
29157,Apartamento,Leblon,3,1,2,135,7000.0,1562.0,3342.0
29158,Conjunto Comercial/Sala,Centro,0,0,0,155,10000.0,7989.0,2364.4095850019803
29159,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,22,500.0,540.0,166.0
29160,Casa de Condomínio,Barra da Tijuca,4,3,4,850,35000.0,1900.0,2300.0
29161,Apartamento,Laranjeiras,2,1,1,95,3100.0,890.0,182.0
29162,Apartamento,Botafogo,2,1,1,67,4000.0,1510.0,289.0
29163,Casa de Condomínio,Barra da Tijuca,3,4,3,700,16000.0,2150.0,17000.0
29164,Apartamento,Recreio dos Bandeirantes,3,2,1,170,2800.0,1300.0,356.0
29165,Apartamento,Laranjeiras,2,0,0,66,2300.0,697.0,2364.4095850019803
29167,Apartamento,Maracanã,2,0,0,70,1600.0,280.0,21.0
29168,Apartamento,Taquara,3,1,0,50,1200.0,470.0,2364.4095850019803
29169,Apartamento,Jacarepaguá,3,1,0,92,2400.0,800.0,2364.4095850019803
29170,Apartamento,Humaitá,1,0,0,34,1600.0,320.0,67.0
29171,Flat,Barra da Tijuca,1,0,0,62,2000.0,1663.0,266.0
29172,Apartamento,Campo Grande,2,0,0,60,890.0,280.0,2364.4095850019803
29173,Conjunto Comercial/Sala,Centro,0,0,0,73,1550.0,780.0,249.0
29174,Apartamento,Barra da Tijuca,3,2,1,100,3600.0,900.0,150.0
29175,Casa de Condomínio,Barra da Tijuca,4,4,2,360,7900.0,990.0,670.0
29176,Apartamento,Barra da Tijuca,3,4,3,249,22000.0,4800.0,148.0
29177,Apartamento,Ipanema,2,1,2,140,7800.0,1175.0,2364.4095850019803
29178,Loja/Salão,Laranjeiras,0,0,0,68,6100.0,2388.0624242214294,2110.0
29179,Apartamento,Ipanema,2,1,1,100,8000.0,4100.0,500.0
29180,Conjunto Comercial/Sala,Centro,0,0,0,320,8200.0,3242.0,1100.0
29181,Conjunto Comercial/Sala,Centro,0,0,0,116,5500.0,1300.0,330.0
29182,Apartamento,Botafogo,3,1,0,100,6050.0,1155.0,234.0
29183,Apartamento,Leblon,1,1,1,70,4500.0,780.0,230.0
29184,Apartamento,Centro,1,0,0,44,1600.0,619.0,18.0
29185,Apartamento,Barra da Tijuca,2,1,1,88,2300.0,1347.0,2364.4095850019803
29186,Apartamento,Laranjeiras,3,1,0,137,2900.0,800.0,2364.4095850019803
29187,Casa de Condomínio,Barra da Tijuca,5,4,5,700,13491.0,2400.0,18500.0
29188,Apartamento,Cachambi,2,0,0,45,1000.0,310.0,16.0
29189,Apartamento,Jacarepaguá,2,1,1,69,2600.0,960.0,80.0
29190,Apartamento,Tijuca,2,0,0,65,1500.0,270.0,20.0
29191,Conjunto Comercial/Sala,Centro,0,0,0,36,1200.0,1032.0,169.0
29192,Casa Comercial,Botafogo,3,0,0,184,11500.0,2388.0624242214294,1193.0
29193,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,2,0,60,100.0,1800.0,360.0
29194,Apartamento,Recreio dos Bandeirantes,3,2,1,85,1700.0,722.0,144.0
29195,Conjunto Comercial/Sala,Barra da Tijuca,0,6,0,160,13000.0,4640.0,1280.0
29196,Apartamento,Tijuca,2,0,0,60,1800.0,690.0,81.0
29197,Apartamento,Leblon,4,1,1,140,7800.0,1370.0,400.0
29198,Apartamento,Centro,1,0,0,45,1600.0,570.0,25.0
29199,Conjunto Comercial/Sala,Copacabana,0,3,0,556,12000.0,5815.0,3214.0
29200,Apartamento,Ipanema,2,0,1,82,7000.0,900.0,1409.0
29201,Casa de Condomínio,Freguesia (Jacarepaguá),3,2,1,140,2600.0,750.0,2364.4095850019803
29202,Apartamento,Barra da Tijuca,3,2,1,105,3000.0,1750.0,322.0
29203,Apartamento,Barra da Tijuca,4,3,1,158,2700.0,1622.0,2364.4095850019803
29204,Apartamento,Recreio dos Bandeirantes,2,2,1,65,1800.0,1100.0,1300.0
29205,Apartamento,Flamengo,4,2,2,430,12000.0,3000.0,1254.0
29206,Casa de Condomínio,Vargem Grande,3,2,1,65,1100.0,400.0,2364.4095850019803
29207,Apartamento,Barra da Tijuca,4,3,2,182,10000.0,3800.0,11000.0
29208,Apartamento,Copacabana,3,0,3,130,4500.0,1600.0,200.0
29209,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,21,900.0,584.0,112.0
29210,Apartamento,Ipanema,3,2,1,220,45000.0,3750.0,600.0
29211,Apartamento,Encantado,2,1,0,48,1000.0,495.0,2364.4095850019803
29212,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,40,900.0,1009.0,164.0
29213,Conjunto Comercial/Sala,Vila da Penha,0,2,0,54,1800.0,1200.0,2364.4095850019803
29214,Casa de Condomínio,Méier,3,1,1,80,1900.0,2388.0624242214294,2364.4095850019803
29215,Conjunto Comercial/Sala,Centro,0,0,0,220,5000.0,3400.0,1300.0
29216,Apartamento,Laranjeiras,2,1,1,115,3850.0,1000.0,155.0
29217,Apartamento,Barra da Tijuca,3,2,1,130,3500.0,1850.0,2364.4095850019803
29218,Quitinete,Copacabana,1,0,1,40,1800.0,550.0,250.0
29219,Apartamento,Copacabana,2,1960,0,80,1600.0,900.0,100.0
29220,Apartamento,Barra da Tijuca,2,1,1,67,2000.0,600.0,90.0
29221,Apartamento,Copacabana,3,1,1,273,7500.0,2032.0,6981.0
29222,Conjunto Comercial/Sala,Del Castilho,0,0,0,29,1500.0,754.0,2364.4095850019803
29223,Conjunto Comercial/Sala,Cinelândia,0,0,0,79,3000.0,810.0,250.0
29224,Apartamento,Urca,2,0,1,164,8000.0,1970.0,372.0
29225,Apartamento,Centro,1,0,0,22,1050.0,280.0,24.0
29226,Apartamento,Fátima,1,0,0,25,800.0,300.0,20.0
29227,Conjunto Comercial/Sala,Centro,0,0,0,66,1600.0,547.0,226.0
29228,Conjunto Comercial/Sala,Centro,0,0,0,547,35000.0,13290.0,2364.4095850019803
29229,Apartamento,Barra da Tijuca,1,2,1,186,2500.0,1500.0,400.0
29230,Apartamento,Méier,2,0,0,65,1100.0,681.0,2364.4095850019803
29231,Conjunto Comercial/Sala,Centro,0,0,0,28,800.0,280.0,84.0
29232,Apartamento,Jardim Guanabara,1,0,0,39,1100.0,250.0,25.0
29233,Apartamento,Copacabana,4,2,2,389,12400.0,3825.0,1153.0
29234,Conjunto Comercial/Sala,Camorim,0,1,0,16,900.0,300.0,2364.4095850019803
29235,Apartamento,Botafogo,3,1,1,94,3200.0,1195.0,215.0
29236,Apartamento,Laranjeiras,3,1,0,120,3000.0,1100.0,151.0
29237,Apartamento,Recreio dos Bandeirantes,2,2,1,198,2600.0,1600.0,350.0
29238,Conjunto Comercial/Sala,Barra da Tijuca,0,0,0,20,700.0,700.0,2364.4095850019803
29239,Loja/Salão,Santo Cristo,0,2,0,50,8000.0,1200.0,2364.4095850019803
29240,Loja/Salão,Recreio dos Bandeirantes,0,0,0,85,2800.0,1000.0,2364.4095850019803
29241,Apartamento,Humaitá,1,0,0,31,1650.0,380.0,25.0
29242,Quitinete,Laranjeiras,1,0,0,23,1300.0,250.0,20.0
29243,Conjunto Comercial/Sala,Centro,0,0,0,135,10000.0,2680.0,800.0
29244,Apartamento,Barra da Tijuca,3,2,2,129,5200.0,1700.0,500.0
29245,Apartamento,Quintino Bocaiúva,2,0,0,40,800.0,2388.0624242214294,2364.4095850019803
29246,Quitinete,Botafogo,1,0,0,25,1350.0,445.0,2364.4095850019803
29247,Conjunto Comercial/Sala,Centro,0,0,0,105,5000.0,1313.0,461.0
29248,Apartamento,Recreio dos Bandeirantes,3,0,0,74,1700.0,850.0,148.0
29249,Apartamento,Laranjeiras,3,1,1,120,3300.0,1600.0,2364.4095850019803
29250,Apartamento,Centro,1,0,0,40,900.0,400.0,21.0
29251,Apartamento,Recreio dos Bandeirantes,3,2,1,129,1900.0,855.0,2364.4095850019803
29252,Apartamento,Taquara,3,1,0,48,1000.0,411.0,2364.4095850019803
29253,Apartamento,Gávea,4,2,1,200,4000.0,3245.0,501.0
29254,Conjunto Comercial/Sala,Barra da Tijuca,0,2,0,90,3500.0,1380.0,700.0
29255,Apartamento,Copacabana,2,0,0,74,7000.0,1228.0,120.0
29256,Apartamento,Jacarepaguá,2,1,0,50,1300.0,490.0,30.0
29257,Apartamento,Copacabana,3,1,0,90,3800.0,1063.0,230.0
29258,Flat,Leblon,1,0,0,50,4400.0,1897.0,260.0
29259,Quitinete,Copacabana,1,0,0,28,2000.0,270.0,28.0
29260,Casa,Campo Grande,3,0,1,90,1150.0,2388.0624242214294,2364.4095850019803
29261,Apartamento,Humaitá,2,0,0,88,2400.0,730.0,2364.4095850019803
29262,Conjunto Comercial/Sala,Freguesia (Jacarepaguá),0,1,0,30,800.0,495.0,120.0
29263,Conjunto Comercial/Sala,Centro,0,0,0,10,4919.0,2388.0624242214294,2364.4095850019803
29264,Apartamento,Barra da Tijuca,2,1,1,78,1700.0,900.0,130.0
29265,Conjunto Comercial/Sala,Centro,0,0,0,210,15000.0,2388.0624242214294,2364.4095850019803
29266,Apartamento,Copacabana,3,0,1,150,4500.0,1288.0,2364.4095850019803
29267,Apartamento,Copacabana,2,1,0,112,3700.0,1137.0,2364.4095850019803
29268,Conjunto Comercial/Sala,Barra da Tijuca,0,8,0,250,15000.0,10540.0,2880.0
29269,Conjunto Comercial/Sala,Centro,0,0,0,350,4000.0,3300.0,2364.4095850019803
29270,Apartamento,Botafogo,1,0,0,35,1000.0,293.0,86.0
29271,Flat,Copacabana,1,1,1,50,3900.0,2388.0624242214294,2364.4095850019803
29272,Apartamento,Higienópolis,3,0,0,100,1200.0,180.0,21.0
29273,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,30,800.0,700.0,2364.4095850019803
29274,Apartamento,Copacabana,4,1,1,230,7500.0,800.0,250.0
29275,Apartamento,Península,2,1,1,80,2600.0,1351.0,2364.4095850019803
29276,Apartamento,Leme,3,1,1,100,2200.0,1900.0,170.0
29277,Quitinete,Santa Teresa,1,0,0,16,650.0,380.0,12.0
29278,Galpão/Depósito/Armazém,Todos os Santos,0,0,0,500,9000.0,2388.0624242214294,2364.4095850019803
29279,Conjunto Comercial/Sala,Campo Grande,0,0,0,0,800.0,250.0,2364.4095850019803
29280,Apartamento,Copacabana,3,0,1,140,3900.0,1750.0,380.0
29281,Apartamento,Flamengo,3,1,0,110,4200.0,659.0,146.0
29282,Apartamento,Pechincha,2,1,0,70,800.0,350.0,2364.4095850019803
29283,Apartamento,Grajaú,3,0,0,80,1600.0,600.0,24.0
29284,Apartamento,Barra da Tijuca,4,2,1,140,5400.0,1090.0,600.0
29285,Apartamento,Copacabana,2,1,2,300,12000.0,2388.0624242214294,2364.4095850019803
29286,Apartamento,Engenho de Dentro,2,1,0,81,1250.0,599.0,13.0
29287,Casa,Itanhangá,4,2,1,450,8000.0,2388.0624242214294,937.0
29288,Apartamento,Pechincha,2,1,1,60,1300.0,482.0,2364.4095850019803
29289,Apartamento,Vila Isabel,3,2,1,180,2500.0,850.0,3200.0
29290,Apartamento,Botafogo,2,1,1,80,3200.0,630.0,175.0
29291,Conjunto Comercial/Sala,Centro,0,0,0,30,800.0,500.0,114.0
29292,Loja Shopping/ Ct Comercial,Copacabana,0,0,0,42,5000.0,930.0,481.0
29293,Conjunto Comercial/Sala,Centro,0,0,0,354,17700.0,5350.0,1647.0
29294,Conjunto Comercial/Sala,Centro,0,0,0,400,6000.0,2349.0,1433.0
29295,Apartamento,Barra da Tijuca,3,2,1,110,3200.0,1369.0,397.0
29296,Apartamento,Lins de Vasconcelos,2,1,1,100,1000.0,668.0,67.0
29297,Apartamento,Barra da Tijuca,2,2,1,174,2200.0,1800.0,2364.4095850019803
29298,Galpão/Depósito/Armazém,Oswaldo Cruz,0,0,0,1100,22000.0,2388.0624242214294,421.0
29299,Casa de Vila,Vila Isabel,2,0,0,45,1600.0,2388.0624242214294,2364.4095850019803
29300,Apartamento,Ipanema,3,1,1,150,10000.0,2000.0,535.0
29301,Apartamento,Tijuca,3,0,0,120,1600.0,2388.0624242214294,2364.4095850019803
29302,Conjunto Comercial/Sala,Centro,0,0,0,76,1900.0,685.0,2364.4095850019803
29303,Apartamento,Campo Grande,2,0,0,55,700.0,330.0,2364.4095850019803
29304,Apartamento,Laranjeiras,3,0,0,111,2500.0,767.0,2364.4095850019803
29305,Apartamento,Recreio dos Bandeirantes,2,1,1,72,1500.0,730.0,70.0
29306,Apartamento,Copacabana,1,0,0,28,1200.0,424.0,55.0
29307,Apartamento,Laranjeiras,3,1,1,102,3000.0,870.0,2364.4095850019803
29308,Apartamento,Ipanema,4,2,1,220,9500.0,3700.0,923.0
29309,Apartamento,São Conrado,3,2,1,129,4000.0,1917.0,455.0
29310,Conjunto Comercial/Sala,Barra da Tijuca,0,6,0,222,10000.0,6000.0,2364.4095850019803
29311,Conjunto Comercial/Sala,Centro,0,0,0,1595,79750.0,44181.0,2364.4095850019803
29312,Loja Shopping/ Ct Comercial,Barra da Tijuca,0,2,0,32,1000.0,1750.0,710.0
29313,Conjunto Comercial/Sala,Barra da Tijuca,0,2,0,72,7000.0,814.0,2364.4095850019803
29314,Loja Shopping/ Ct Comercial,Barra da Tijuca,0,0,0,40,1590.0,850.0,385.0
29315,Apartamento,Lagoa,4,1,4,300,23000.0,3500.0,2100.0
29316,Conjunto Comercial/Sala,Centro,0,0,0,40,1200.0,420.0,83.0
29317,Apartamento,Copacabana,3,1,1,135,5000.0,1220.0,297.0
29318,Conjunto Comercial/Sala,Botafogo,0,1,0,110,11000.0,2960.0,824.0
29319,Apartamento,Centro,1,0,0,21,830.0,355.0,24.0
29320,Loja/Salão,Gávea,0,1,0,30,4000.0,880.0,430.0
29321,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,30,1100.0,888.0,315.0
29322,Apartamento,Leblon,2,0,0,68,2900.0,686.0,1205.0
29323,Apartamento,Copacabana,2,0,0,101,5000.0,736.0,170.0
29324,Apartamento,Barra da Tijuca,3,4,2,200,15000.0,2800.0,2364.4095850019803
29325,Apartamento,Copacabana,1,0,0,35,1250.0,592.0,56.0
29326,Apartamento,Copacabana,4,1,0,320,5000.0,1950.0,450.0
29327,Apartamento,Botafogo,2,0,0,73,2400.0,460.0,46.0
29328,Conjunto Comercial/Sala,Centro,0,0,0,250,6000.0,3800.0,2364.4095850019803
29329,Apartamento,Recreio dos Bandeirantes,3,3,2,300,2400.0,872.0,395.0
29330,Apartamento,Vila da Penha,1,0,0,30,800.0,2388.0624242214294,2364.4095850019803
29331,Apartamento,Santa Teresa,1,0,0,25,1500.0,650.0,90.0
29332,Apartamento,Ipanema,3,1,1,115,4800.0,1600.0,171.0
29333,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,24,500.0,364.0,2364.4095850019803
29334,Apartamento,Tijuca,2,0,0,70,1800.0,220.0,2364.4095850019803
29335,Conjunto Comercial/Sala,Centro,0,24,0,5224,391800.0,88800.0,18022.0
29336,Apartamento,Botafogo,3,1,2,85,4230.0,1130.0,260.0
29337,Apartamento,Barra da Tijuca,3,2,1,165,4500.0,903.0,5880.0
29338,Quitinete,Centro,1,0,0,31,850.0,362.0,25.0
29339,Apartamento,Portuguesa,2,1,0,48,1100.0,336.0,2364.4095850019803
29340,Galpão/Depósito/Armazém,Sampaio,0,0,0,950,9500.0,2388.0624242214294,1842.0
29341,Flat,Leblon,1,1,0,50,6500.0,2034.0,2364.4095850019803
29342,Apartamento,Barra da Tijuca,2,1,1,65,2500.0,665.0,50.0
29343,Apartamento,Recreio dos Bandeirantes,4,3,4,260,4000.0,2388.0624242214294,2364.4095850019803
29344,Apartamento,Recreio dos Bandeirantes,2,1,1,90,2300.0,658.0,1780.0
29345,Apartamento,Barra da Tijuca,3,2,1,240,8500.0,3100.0,300.0
29346,Conjunto Comercial/Sala,Santo Cristo,0,0,0,170,5100.0,1700.0,2364.4095850019803
29347,Apartamento,Flamengo,3,1,1,110,2900.0,846.0,2364.4095850019803
29348,Apartamento,Flamengo,1,1,1,58,2000.0,833.0,2364.4095850019803
29349,Conjunto Comercial/Sala,Barra da Tijuca,0,4,0,132,8000.0,3834.0,1243.0
29350,Apartamento,Botafogo,3,1,1,94,3700.0,1485.0,188.0
29351,Apartamento,Barra da Tijuca,1,1,1,50,1300.0,780.0,157.0
29352,Apartamento,Barra da Tijuca,3,2,1,107,4000.0,700.0,2909.0
29353,Apartamento,Barra da Tijuca,1,1,0,70,1800.0,1130.0,280.0
29354,Flat,Barra da Tijuca,1,1,0,50,2100.0,1150.0,253.0
29355,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,40,950.0,550.0,2364.4095850019803
29356,Casa de Condomínio,Barra da Tijuca,4,5,3,650,15000.0,1750.0,2364.4095850019803
29357,Apartamento,Oswaldo Cruz,1,1,0,50,1000.0,150.0,2364.4095850019803
29358,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,29,1300.0,2388.0624242214294,2364.4095850019803
29359,Apartamento,Glória,1,0,0,48,1800.0,400.0,66.0
29360,Apartamento,Copacabana,3,0,0,55,3300.0,900.0,180.0
29361,Apartamento,Cascadura,2,0,0,96,1250.0,2388.0624242214294,77.0
29362,Loja/Salão,Barra da Tijuca,0,6,0,600,25000.0,10650.0,9430.0
29363,Apartamento,Rio Comprido,2,0,0,56,1150.0,462.0,2364.4095850019803
29364,Galpão/Depósito/Armazém,Bonsucesso,0,0,0,550,4500.0,2388.0624242214294,2364.4095850019803
29365,Apartamento,Vila Isabel,2,0,0,80,1500.0,494.0,85.0
29366,Apartamento,Tijuca,2,0,0,55,1600.0,591.0,50.0
29367,Apartamento,Copacabana,2,0,0,96,2500.0,1050.0,340.0
29368,Apartamento,Recreio dos Bandeirantes,4,2,2,200,3500.0,1030.0,353.0
29369,Conjunto Comercial/Sala,Centro,0,18,0,1140,62700.0,22093.0,3169.0
29370,Apartamento,São Cristóvão,2,0,0,60,1000.0,700.0,30.0
29371,Conjunto Comercial/Sala,Centro,0,1,0,30,1400.0,470.0,132.0
29372,Apartamento,Leme,3,1,1,115,4500.0,1000.0,180.0
29373,Conjunto Comercial/Sala,Penha Circular,0,0,0,22,600.0,158.0,56.0
29374,Apartamento,Recreio dos Bandeirantes,2,2,1,100,2800.0,810.0,2364.4095850019803
29375,Loja/Salão,Botafogo,0,4,0,1061,80000.0,1.0,6250.0
29376,Apartamento,Barra da Tijuca,4,3,3,378,10000.0,2900.0,2245.0
29377,Apartamento,Tijuca,3,1,1,87,2200.0,850.0,2364.4095850019803
29378,Casa,Campo Grande,1,1,0,37,600.0,2388.0624242214294,2364.4095850019803
29379,Apartamento,Leme,3,1,1,150,8000.0,1500.0,600.0
29380,Conjunto Comercial/Sala,Madureira,0,0,0,16,250.0,438.0,36.0
29381,Conjunto Comercial/Sala,Flamengo,0,24,0,826,90860.0,42744.0,4600.0
29382,Flat,Copacabana,1,1,1,55,2200.0,1450.0,250.0
29383,Apartamento,Flamengo,2,1,0,90,3700.0,651.0,158.0
29384,Apartamento,Catete,1,0,0,70,2400.0,500.0,2364.4095850019803
29385,Apartamento,Barra da Tijuca,2,2,1,110,5500.0,1772.0,619.0
29386,Apartamento,Campo Grande,3,1,0,65,1300.0,385.0,2364.4095850019803
29387,Apartamento,Tijuca,2,0,0,70,1500.0,589.0,2364.4095850019803
29388,Apartamento,Copacabana,3,0,0,75,1600.0,1147.0,131.0
29389,Conjunto Comercial/Sala,Higienópolis,0,0,0,35,750.0,2388.0624242214294,19.0
29390,Casa,Joá,4,7,0,340,9990.0,2388.0624242214294,970.0
29391,Apartamento,Méier,2,1,0,70,1000.0,555.0,52.0
29392,Prédio Inteiro,Centro,0,99,0,8680,475200.0,190965.0,34720.0
29393,Conjunto Comercial/Sala,Centro,0,0,0,547,35000.0,13290.0,2892.0
29394,Conjunto Comercial/Sala,Centro,0,0,0,130,3000.0,1800.0,675.0
29395,Apartamento,Ipanema,3,2,1,150,7500.0,2000.0,390.0
29396,Apartamento,Lagoa,2,1,1,140,5000.0,2500.0,258.0
29397,Apartamento,Copacabana,3,1,1,100,8000.0,1050.0,2364.4095850019803
29398,Apartamento,Barra da Tijuca,4,2,4,353,9000.0,1500.0,912.0
29399,Conjunto Comercial/Sala,Catete,0,0,0,40,1900.0,1000.0,200.0
29400,Apartamento,Santa Teresa,3,1,0,148,3300.0,800.0,118.0
29401,Loja/Salão,Campo Grande,0,0,0,76,3000.0,2388.0624242214294,2364.4095850019803
29402,Conjunto Comercial/Sala,Jacarepaguá,0,0,0,24,800.0,400.0,56.0
29403,Apartamento,Leblon,2,0,0,70,4500.0,450.0,50.0
29404,Apartamento,Ipanema,4,3,3,556,23000.0,9800.0,2364.4095850019803
29405,Apartamento,Recreio dos Bandeirantes,3,2,1,76,2300.0,700.0,1700.0
29406,Apartamento,Botafogo,3,2,1,97,4500.0,1548.0,225.0
29407,Casa,Campo Grande,2,1,0,65,900.0,500.0,2364.4095850019803
29408,Apartamento,Copacabana,3,1,0,112,4000.0,1422.0,42.0
29409,Apartamento,Jacarepaguá,3,2,1,200,5000.0,1833.0,230.0
29410,Apartamento,Barra da Tijuca,3,2,1,70,1800.0,1015.0,159.0
29411,Apartamento,Glória,1,0,0,30,800.0,495.0,2364.4095850019803
29412,Apartamento,Barra da Tijuca,2,1,1,74,3300.0,1100.0,2364.4095850019803
29413,Loja Shopping/ Ct Comercial,Recreio dos Bandeirantes,0,1,0,25,1000.0,800.0,120.0
29414,Apartamento,Recreio dos Bandeirantes,3,2,1,140,2400.0,1600.0,450.0
29415,Apartamento,Vila Valqueire,3,0,0,60,1100.0,200.0,16.0
29416,Quitinete,Botafogo,1,0,0,22,1100.0,438.0,2364.4095850019803
29417,Apartamento,Copacabana,3,0,0,90,2900.0,980.0,150.0
29418,Casa,Barra da Tijuca,5,3,5,960,50000.0,2150.0,2200.0
29419,Quitinete,Copacabana,1,0,0,30,1500.0,500.0,2364.4095850019803
29420,Apartamento,Flamengo,2,1,0,80,2950.0,800.0,120.0
29421,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,28,900.0,830.0,2029.0
29422,Apartamento,Leblon,2,0,2,70,5000.0,510.0,200.0
29423,Conjunto Comercial/Sala,Centro,0,0,0,227,8000.0,4723.0,1253.0
29424,Conjunto Comercial/Sala,Barra da Tijuca,0,0,0,50,2000.0,1200.0,2364.4095850019803
29425,Apartamento,Ipanema,1,0,1,30,2300.0,719.0,27.0
29426,Loja/Salão,Barra da Tijuca,0,1,0,96,14400.0,16632.0,11511.0
29427,Conjunto Comercial/Sala,Centro,0,0,0,60,2000.0,1492.0,167.0
29428,Galpão/Depósito/Armazém,Penha Circular,0,0,0,2827,28000.0,2388.0624242214294,26491.0
